"BirdID","ColNestLaying","Date","Time_Since_sun_rise","Colony","Nest","Playback_type","Playback_file","Recording_day","playback","N_chicks","D_chicks","sex","Season","Feeding_visits","BirdID_CNL","exact_age","minimum_age","age_seasons","age_categorical","temperature","wind","class_breeder"
"BC34601","32_14_2019-12-15","2020-01-09",68,"32","14","C",1,1,"one",3,11,"F","2019/2020",5,"BC34601-32_14_2019-12-15",NA,487,2,"could_breed",17.8,0,"parent"
"BC34601","32_14_2019-12-15","2020-01-10",70.9999999999999,"32","14","M",13,2,"one",3,12,"F","2019/2020",11,"BC34601-32_14_2019-12-15",NA,488,2,"could_breed",19.2,2.6,"parent"
"BC34601","32_14_2019-12-15","2020-01-11",50,"32","14","F",8,3,"one",3,13,"F","2019/2020",6,"BC34601-32_14_2019-12-15",NA,489,2,"could_breed",20.4,4.8,"parent"
"BC34603","32_23_2019-12-16","2020-01-09",68,"32","23","C",1,1,"one",3,10,"F","2019/2020",7,"BC34603-32_23_2019-12-16",NA,487,2,"could_breed",17.8,0,"parent"
"BC34603","32_23_2019-12-16","2020-01-11",50,"32","23","F",8,3,"one",3,12,"F","2019/2020",5,"BC34603-32_23_2019-12-16",NA,489,2,"could_breed",20.4,4.8,"parent"
"BC34603","32_23_2019-12-16","2020-01-10",70.9999999999999,"32","23","M",13,2,"one",3,11,"F","2019/2020",9,"BC34603-32_23_2019-12-16",NA,488,2,"could_breed",19.2,2.6,"parent"
"BC34605","8_63_2019-10-10","2019-11-02",71,"8","63","M",4,2,"four",3,9,"F","2019/2020",4,"BC34605-8_63_2019-10-10",NA,417,2,"could_breed",19.7,5.3,"parent"
"BC34605","8_63_2019-10-10","2019-11-03",75,"8","63","C",1,3,"four",3,10,"F","2019/2020",2,"BC34605-8_63_2019-10-10",NA,418,2,"could_breed",22.5,0,"parent"
"BC34612","8_61_2019-10-07","2019-11-03",75,"8","61","C",1,3,"four",3,13,"F","2019/2020",6,"BC34612-8_61_2019-10-07",NA,418,2,"could_breed",22.5,0,"parent"
"BC34612","8_61_2019-10-07","2019-11-02",71,"8","61","M",4,2,"four",3,12,"F","2019/2020",7,"BC34612-8_61_2019-10-07",NA,417,2,"could_breed",19.7,5.3,"parent"
"BC34614","8_63_2019-10-10","2019-11-03",75,"8","63","C",1,3,"four",3,10,"M","2019/2020",2,"BC34614-8_63_2019-10-10",NA,418,2,"could_breed",22.5,0,"helper"
"BC34616","37_18_2019-12-15","2020-01-09",82.9999999999999,"37","18","M",4,2,"four",3,11,"F","2019/2020",6,"BC34616-37_18_2019-12-15",NA,484,2,"could_breed",17.8,0,"parent"
"BC34616","37_18_2019-12-15","2020-01-10",59.9999999999999,"37","18","C",12,3,"four",3,12,"F","2019/2020",7,"BC34616-37_18_2019-12-15",NA,485,2,"could_breed",19.2,2.6,"parent"
"BC34616","37_18_2019-12-15","2020-01-08",101,"37","18","F",9,1,"four",3,10,"F","2019/2020",12,"BC34616-37_18_2019-12-15",NA,483,2,"could_breed",18.8,3.4,"parent"
"BC34621","37_1_2019-12-15","2020-01-10",59.9999999999999,"37","1","C",12,3,"four",2,13,"F","2019/2020",2,"BC34621-37_1_2019-12-15",NA,485,2,"could_breed",19.2,2.6,"parent"
"BC34621","37_1_2019-12-15","2020-01-08",101,"37","1","F",9,1,"four",2,11,"F","2019/2020",4,"BC34621-37_1_2019-12-15",NA,483,2,"could_breed",18.8,3.4,"parent"
"BC34621","37_1_2019-12-15","2020-01-09",82.9999999999999,"37","1","M",4,2,"four",2,12,"F","2019/2020",5,"BC34621-37_1_2019-12-15",NA,484,2,"could_breed",17.8,0,"parent"
"BC34621","37_1_2019-10-15","2019-11-09",77,"37","1","F",3,3,"one",3,11,"F","2019/2020",3,"BC34621-37_1_2019-10-15",NA,423,2,"could_breed",16.7,2.6,"parent"
"BC34621","37_1_2019-10-15","2019-11-08",80,"37","1","M",5,2,"one",3,10,"F","2019/2020",2,"BC34621-37_1_2019-10-15",NA,422,2,"could_breed",15.1,3.2,"parent"
"BC34636","8_42_2019-11-18","2019-12-12",64,"8","42","C",10,2,"five",2,10,"M","2019/2020",3,"BC34636-8_42_2019-11-18",61,61,1,"too_young",16.8,2.8,"helper"
"BC34637","8_42_2019-11-18","2019-12-13",79.0000000000001,"8","42","F",6,3,"five",2,11,"M","2019/2020",3,"BC34637-8_42_2019-11-18",62,62,1,"too_young",20.1,6.2,"helper"
"BC34637","8_42_2019-11-18","2019-12-12",64,"8","42","C",10,2,"five",2,10,"M","2019/2020",7,"BC34637-8_42_2019-11-18",61,61,1,"too_young",16.8,2.8,"helper"
"BC34657","7_25_2019-12-14","2020-01-08",69,"7","25","M",5,3,"three",4,11,"F","2019/2020",6,"BC34657-7_25_2019-12-14",86,86,1,"too_young",18.8,3.4,"helper"
"BC34657","7_25_2019-12-14","2020-01-05",55.9999999999999,"7","25","F",3,1,"three",4,8,"F","2019/2020",5,"BC34657-7_25_2019-12-14",83,83,1,"too_young",17.5,4.5,"helper"
"BC34657","7_25_2019-12-14","2020-01-06",65.0000000000001,"7","25","C",2,2,"three",4,9,"F","2019/2020",2,"BC34657-7_25_2019-12-14",84,84,1,"too_young",23.9,2.8,"helper"
"BC34658","7_25_2019-12-14","2020-01-06",65.0000000000001,"7","25","C",2,2,"three",4,9,"F","2019/2020",12,"BC34658-7_25_2019-12-14",84,84,1,"too_young",23.9,2.8,"helper"
"BC34658","7_25_2019-12-14","2020-01-08",69,"7","25","M",5,3,"three",4,11,"F","2019/2020",4,"BC34658-7_25_2019-12-14",86,86,1,"too_young",18.8,3.4,"helper"
"BC34658","7_25_2019-12-14","2020-01-05",55.9999999999999,"7","25","F",3,1,"three",4,8,"F","2019/2020",4,"BC34658-7_25_2019-12-14",83,83,1,"too_young",17.5,4.5,"helper"
"BC34660","7_29_2019-12-11","2020-01-06",65.0000000000001,"7","29","C",2,2,"three",4,12,"F","2019/2020",4,"BC34660-7_29_2019-12-11",85,85,1,"too_young",23.9,2.8,"helper"
"BC34660","7_29_2019-12-11","2020-01-08",69,"7","29","M",5,3,"three",4,14,"F","2019/2020",1,"BC34660-7_29_2019-12-11",87,87,1,"too_young",18.8,3.4,"helper"
"BC34660","7_29_2019-12-11","2020-01-05",55.9999999999999,"7","29","F",3,1,"three",4,11,"F","2019/2020",7,"BC34660-7_29_2019-12-11",84,84,1,"too_young",17.5,4.5,"helper"
"BC34661","7_29_2019-12-11","2020-01-08",69,"7","29","M",5,3,"three",4,14,"M","2019/2020",2,"BC34661-7_29_2019-12-11",87,87,1,"too_young",18.8,3.4,"helper"
"BC34682","41_22_2019-12-15","2020-01-11",56,"41","22","M",5,3,"two",3,14,"F","2019/2020",2,"BC34682-41_22_2019-12-15",87,87,1,"too_young",20.4,4.8,"helper"
"BC34682","41_22_2019-12-15","2020-01-10",96.9999999999999,"41","22","F",6,2,"two",3,13,"F","2019/2020",1,"BC34682-41_22_2019-12-15",86,86,1,"too_young",19.2,2.6,"helper"
"BC34682","41_22_2019-12-15","2020-01-08",69,"41","22","C",12,1,"two",3,11,"F","2019/2020",4,"BC34682-41_22_2019-12-15",84,84,1,"too_young",18.8,3.4,"helper"
"BC34691","42_16_2019-12-12","2020-01-05",76,"42","16","M",13,2,"one",4,11,"M","2019/2020",4,"BC34691-42_16_2019-12-12",79,79,1,"too_young",20.6,3.8,"helper"
"BC34691","42_16_2019-12-12","2020-01-04",75,"42","16","C",10,1,"one",4,10,"M","2019/2020",6,"BC34691-42_16_2019-12-12",78,78,1,"too_young",22.4,6.9,"helper"
"BC34908","41_22_2019-12-15","2020-01-11",56,"41","22","M",5,3,"two",3,14,"F","2019/2020",3,"BC34908-41_22_2019-12-15",NA,365,2,"could_breed",20.4,4.8,"parent"
"BC34908","41_22_2019-12-15","2020-01-10",96.9999999999999,"41","22","F",6,2,"two",3,13,"F","2019/2020",6,"BC34908-41_22_2019-12-15",NA,365,2,"could_breed",19.2,2.6,"parent"
"BC34908","41_22_2019-12-15","2020-01-08",69,"41","22","C",12,1,"two",3,11,"F","2019/2020",7,"BC34908-41_22_2019-12-15",NA,365,2,"could_breed",18.8,3.4,"parent"
"BC34915","37_57_2019-12-16","2020-01-09",82.9999999999999,"37","57","M",4,2,"four",2,10,"F","2019/2020",9,"BC34915-37_57_2019-12-16",NA,365,2,"could_breed",17.8,0,"parent"
"BC34915","37_57_2019-12-16","2020-01-08",101,"37","57","F",9,1,"four",2,9,"F","2019/2020",5,"BC34915-37_57_2019-12-16",NA,365,2,"could_breed",18.8,3.4,"parent"
"BC34915","37_57_2019-12-16","2020-01-10",59.9999999999999,"37","57","C",12,3,"four",2,11,"F","2019/2020",7,"BC34915-37_57_2019-12-16",NA,365,2,"could_breed",19.2,2.6,"parent"
"BC34916","42_21_2019-12-11","2020-01-06",60.9999999999999,"42","21","F",7,3,"one",4,12,"M","2019/2020",9,"BC34916-42_21_2019-12-11",NA,365,2,"could_breed",23.9,2.8,"helper"
"BC34916","42_21_2019-12-11","2020-01-04",75,"42","21","C",10,1,"one",4,10,"M","2019/2020",9,"BC34916-42_21_2019-12-11",NA,365,2,"could_breed",22.4,6.9,"helper"
"BC34916","42_21_2019-12-11","2020-01-05",76,"42","21","M",13,2,"one",4,11,"M","2019/2020",11,"BC34916-42_21_2019-12-11",NA,365,2,"could_breed",20.6,3.8,"helper"
"BC35002","11_24_2019-10-28","2019-11-24",93,"11","24","C",12,3,"six",2,13,"M","2019/2020",6,"BC35002-11_24_2019-10-28",164,164,2,"too_young",20.3,3.2,"helper"
"BC35002","11_24_2019-10-28","2019-11-22",60,"11","24","M",13,1,"six",2,11,"M","2019/2020",10,"BC35002-11_24_2019-10-28",162,162,2,"too_young",17.9,1.2,"helper"
"BC35002","11_24_2019-10-28","2019-11-23",55.0000000000001,"11","24","F",7,2,"six",2,12,"M","2019/2020",8,"BC35002-11_24_2019-10-28",163,163,2,"too_young",17.9,3.7,"helper"
"BC35020","37_58_2019-12-16","2020-01-08",101,"37","58","F",9,1,"four",3,9,"F","2019/2020",4,"BC35020-37_58_2019-12-16",206,206,2,"too_young",18.8,3.4,"helper"
"BC35020","37_58_2019-12-16","2020-01-09",82.9999999999999,"37","58","M",4,2,"four",3,10,"F","2019/2020",5,"BC35020-37_58_2019-12-16",207,207,2,"too_young",17.8,0,"helper"
"BC35020","37_58_2019-12-16","2020-01-10",59.9999999999999,"37","58","C",12,3,"four",3,11,"F","2019/2020",5,"BC35020-37_58_2019-12-16",208,208,2,"too_young",19.2,2.6,"helper"
"BC35049","32_45_2019-12-18","2020-01-11",50,"32","45","F",8,3,"one",3,11,"M","2019/2020",3,"BC35049-32_45_2019-12-18",196,196,2,"too_young",20.4,4.8,"helper"
"BC35049","32_45_2019-12-18","2020-01-10",70.9999999999999,"32","45","M",13,2,"one",3,10,"M","2019/2020",2,"BC35049-32_45_2019-12-18",195,195,2,"too_young",19.2,2.6,"helper"
"BC35057","21_6_2019-10-20","2019-11-12",100,"21","6","F",9,2,"six",3,9,"F","2019/2020",6,"BC35057-21_6_2019-10-20",NA,437,2,"could_breed",21.3,3,"parent"
"BC35061","31_45_2019-10-20","2019-11-14",79,"31","45","C",2,2,"three",2,11,"M","2019/2020",4,"BC35061-31_45_2019-10-20",NA,437,2,"could_breed",18,4.5,"parent"
"BC35061","31_45_2019-10-20","2019-11-15",114,"31","45","M",13,3,"three",2,12,"M","2019/2020",4,"BC35061-31_45_2019-10-20",NA,438,2,"could_breed",16.8,3.2,"parent"
"BC35064","31_34_2019-10-21","2019-11-14",79,"31","34","C",2,2,"three",2,9,"F","2019/2020",5,"BC35064-31_34_2019-10-21",NA,437,2,"could_breed",18,4.5,"parent"
"BC35064","31_34_2019-10-21","2019-11-15",114,"31","34","M",13,3,"three",2,10,"F","2019/2020",6,"BC35064-31_34_2019-10-21",NA,438,2,"could_breed",16.8,3.2,"parent"
"BC35065","31_45_2019-10-20","2019-11-15",114,"31","45","M",13,3,"three",2,12,"M","2019/2020",1,"BC35065-31_45_2019-10-20",NA,438,2,"could_breed",16.8,3.2,"helper"
"BC35067","31_45_2019-10-20","2019-11-14",79,"31","45","C",2,2,"three",2,11,"F","2019/2020",9,"BC35067-31_45_2019-10-20",NA,437,2,"could_breed",18,4.5,"parent"
"BC35067","31_45_2019-10-20","2019-11-15",114,"31","45","M",13,3,"three",2,12,"F","2019/2020",11,"BC35067-31_45_2019-10-20",NA,438,2,"could_breed",16.8,3.2,"parent"
"BC35076","7_27_2019-12-11","2020-01-06",65.0000000000001,"7","27","C",2,2,"three",4,12,"F","2019/2020",6,"BC35076-7_27_2019-12-11",NA,489,2,"could_breed",23.9,2.8,"parent"
"BC35076","7_27_2019-12-11","2020-01-08",69,"7","27","M",5,3,"three",4,14,"F","2019/2020",10,"BC35076-7_27_2019-12-11",NA,491,2,"could_breed",18.8,3.4,"parent"
"BC35083","41_20_2019-12-16","2020-01-10",96.9999999999999,"41","20","F",6,2,"two",2,11,"M","2019/2020",6,"BC35083-41_20_2019-12-16",NA,492,2,"could_breed",19.2,2.6,"parent"
"BC35083","41_20_2019-12-16","2020-01-08",69,"41","20","C",12,1,"two",2,9,"M","2019/2020",5,"BC35083-41_20_2019-12-16",NA,490,2,"could_breed",18.8,3.4,"parent"
"BC35083","41_20_2019-12-16","2020-01-11",56,"41","20","M",5,3,"two",2,12,"M","2019/2020",3,"BC35083-41_20_2019-12-16",NA,493,2,"could_breed",20.4,4.8,"parent"
"BC35087","41_22_2019-12-15","2020-01-08",69,"41","22","C",12,1,"two",3,11,"F","2019/2020",6,"BC35087-41_22_2019-12-15",200,200,2,"too_young",18.8,3.4,"helper"
"BC35087","41_22_2019-12-15","2020-01-11",56,"41","22","M",5,3,"two",3,14,"F","2019/2020",3,"BC35087-41_22_2019-12-15",203,203,2,"too_young",20.4,4.8,"helper"
"BC35087","41_22_2019-12-15","2020-01-10",96.9999999999999,"41","22","F",6,2,"two",3,13,"F","2019/2020",5,"BC35087-41_22_2019-12-15",202,202,2,"too_young",19.2,2.6,"helper"
"BC35092","41_3_2019-12-13","2020-01-11",56,"41","3","M",5,3,"two",4,15,"M","2019/2020",4,"BC35092-41_3_2019-12-13",203,203,2,"too_young",20.4,4.8,"helper"
"BC35092","41_3_2019-12-13","2020-01-08",69,"41","3","C",12,1,"two",4,12,"M","2019/2020",4,"BC35092-41_3_2019-12-13",200,200,2,"too_young",18.8,3.4,"helper"
"BC35093","41_11_2019-12-16","2020-01-10",96.9999999999999,"41","11","F",6,2,"two",3,11,"M","2019/2020",4,"BC35093-41_11_2019-12-16",202,202,2,"too_young",19.2,2.6,"helper"
"BC35093","41_11_2019-12-16","2020-01-11",56,"41","11","M",5,3,"two",3,12,"M","2019/2020",1,"BC35093-41_11_2019-12-16",203,203,2,"too_young",20.4,4.8,"helper"
"BC35094","41_18_2019-12-13","2020-01-08",69,"41","18","C",12,1,"two",4,12,"M","2019/2020",4,"BC35094-41_18_2019-12-13",200,200,2,"too_young",18.8,3.4,"helper"
"BC35094","41_18_2019-12-13","2020-01-11",56,"41","18","M",5,3,"two",4,15,"M","2019/2020",6,"BC35094-41_18_2019-12-13",203,203,2,"too_young",20.4,4.8,"helper"
"BC35094","41_18_2019-12-13","2020-01-10",96.9999999999999,"41","18","F",6,2,"two",4,14,"M","2019/2020",5,"BC35094-41_18_2019-12-13",202,202,2,"too_young",19.2,2.6,"helper"
"BH18794","21_8_2017-12-24","2018-01-21",36,"21","8","F",6,3,"three",2,14,"M","2017/2018",6,"BH18794-21_8_2017-12-24",NA,5016,15,"could_breed",21.4,6.7,"parent"
"BH18794","21_8_2017-12-24","2018-01-19",39,"21","8","F",7,1,"three",2,12,"M","2017/2018",5,"BH18794-21_8_2017-12-24",NA,5014,15,"could_breed",17,1.6,"parent"
"BH18794","21_8_2017-12-24","2018-01-20",31,"21","8","C",12,2,"three",2,13,"M","2017/2018",5,"BH18794-21_8_2017-12-24",NA,5015,15,"could_breed",19,5,"parent"
"BH23982","32_5_2017-12-15","2018-01-11",43,"32","5","C",2,1,"two",1,13,"M","2017/2018",3,"BH23982-32_5_2017-12-15",4324,4324,13,"could_breed",20.8,4.5,"parent"
"BH23982","32_5_2017-12-15","2018-01-13",38,"32","5","M",4,3,"two",1,15,"M","2017/2018",6,"BH23982-32_5_2017-12-15",4326,4326,13,"could_breed",19.4,1.9,"parent"
"BH23982","32_5_2017-12-15","2018-01-12",35,"32","5","F",8,2,"two",2,14,"M","2017/2018",4,"BH23982-32_5_2017-12-15",4325,4325,13,"could_breed",19.1,1.7,"parent"
"BH23982","32_1_2017-12-11","2018-01-11",43,"32","1","C",2,1,"two",2,16,"M","2017/2018",2,"BH23982-32_1_2017-12-11",4324,4324,13,"could_breed",20.8,4.5,"helper"
"BH24768","7_9_2017-12-11","2018-01-10",31,"7","9","F",6,3,"three",2,16,"M","2017/2018",2,"BH24768-7_9_2017-12-11",4716,4716,14,"could_breed",15.7,2.9,"helper"
"BH25915","71_5_2017-11-03","2017-12-03",86,"71","5","C",2,1,"one",3,15,"M","2017/2018",5,"BH25915-71_5_2017-11-03",NA,3390,10,"could_breed",19.8,2.6,"parent"
"BH25915","71_5_2017-11-03","2017-12-05",41,"71","5","M",4,2,"one",2,17,"M","2017/2018",5,"BH25915-71_5_2017-11-03",NA,3392,10,"could_breed",21.1,4.8,"parent"
"BH25915","71_5_2017-11-03","2017-12-06",43,"71","5","F",11,3,"one",2,18,"M","2017/2018",3,"BH25915-71_5_2017-11-03",NA,3393,10,"could_breed",15.8,0,"parent"
"BH42602","7_16_2017-12-16","2018-01-10",31,"7","16","F",6,3,"three",1,10,"M","2017/2018",2,"BH42602-7_16_2017-12-16",297,297,2,"could_breed",15.7,2.9,"helper"
"BH42618","2_41_2017-10-05","2017-11-01",64,"2","41","C",1,3,"four",2,12,"F","2017/2018",5,"BH42618-2_41_2017-10-05",226,226,2,"too_young",23.3,2.4,"helper"
"BH42618","2_41_2017-10-05","2017-10-31",48,"2","41","F",6,2,"four",2,11,"F","2017/2018",2,"BH42618-2_41_2017-10-05",225,225,2,"too_young",16.5,2.1,"helper"
"BH42619","2_6_2019-10-21","2019-11-17",93,"2","6","F",11,3,"one",2,13,"F","2019/2020",11,"BH42619-2_6_2019-10-21",972,972,4,"could_breed",24.3,5.7,"parent"
"BH42619","2_41_2017-10-05","2017-10-30",44,"2","41","F",3,1,"four",2,10,"F","2017/2018",3,"BH42619-2_41_2017-10-05",224,224,2,"too_young",16,5.5,"helper"
"BH42619","2_41_2017-10-05","2017-11-01",64,"2","41","C",1,3,"four",2,12,"F","2017/2018",8,"BH42619-2_41_2017-10-05",226,226,2,"too_young",23.3,2.4,"helper"
"BH42619","2_41_2017-10-05","2017-10-31",48,"2","41","F",6,2,"four",2,11,"F","2017/2018",2,"BH42619-2_41_2017-10-05",225,225,2,"too_young",16.5,2.1,"helper"
"BH42619","2_6_2019-10-21","2019-11-16",100,"2","6","M",13,2,"one",2,12,"F","2019/2020",3,"BH42619-2_6_2019-10-21",971,971,4,"could_breed",21.9,3,"parent"
"BH42619","2_6_2019-10-21","2019-11-15",80,"2","6","C",12,1,"one",2,11,"F","2019/2020",3,"BH42619-2_6_2019-10-21",970,970,4,"could_breed",16.8,3.2,"parent"
"BH42621","2_2_2017-09-27","2017-10-31",48,"2","2","F",6,2,"four",1,19,"M","2017/2018",2,"BH42621-2_2_2017-09-27",224,224,2,"too_young",16.5,2.1,"helper"
"BH42621","2_2_2017-09-27","2017-11-01",64,"2","2","C",1,3,"four",1,20,"M","2017/2018",5,"BH42621-2_2_2017-09-27",225,225,2,"too_young",23.3,2.4,"helper"
"BH42638","32_21_2017-12-11","2018-01-13",38,"32","21","M",4,3,"two",2,19,"M","2017/2018",5,"BH42638-32_21_2017-12-11",296,296,2,"could_breed",19.4,1.9,"helper"
"BH42638","32_21_2017-12-11","2018-01-12",35,"32","21","F",8,2,"two",2,18,"M","2017/2018",4,"BH42638-32_21_2017-12-11",295,295,2,"could_breed",19.1,1.7,"helper"
"BH42638","32_21_2017-12-11","2018-01-11",43,"32","21","C",2,1,"two",2,17,"M","2017/2018",1,"BH42638-32_21_2017-12-11",294,294,2,"could_breed",20.8,4.5,"helper"
"BH42705","37_40_2019-12-16","2020-01-10",59.9999999999999,"37","40","C",12,3,"four",3,10,"M","2019/2020",10,"BH42705-37_40_2019-12-16",1016,1016,4,"could_breed",19.2,2.6,"parent"
"BH42705","37_40_2019-12-16","2020-01-08",101,"37","40","F",9,1,"four",3,8,"M","2019/2020",8,"BH42705-37_40_2019-12-16",1014,1014,4,"could_breed",18.8,3.4,"parent"
"BH42705","37_40_2019-12-16","2020-01-09",82.9999999999999,"37","40","M",4,2,"four",3,9,"M","2019/2020",6,"BH42705-37_40_2019-12-16",1015,1015,4,"could_breed",17.8,0,"parent"
"BH42719","27_10_2017-10-20","2017-11-17",86,"27","10","M",4,1,"six",2,14,"F","2017/2018",3,"BH42719-27_10_2017-10-20",229,229,2,"too_young",7.2,2.7,"helper"
"BH42719","27_10_2017-10-20","2017-11-18",52,"27","10","F",11,2,"six",2,15,"F","2017/2018",1,"BH42719-27_10_2017-10-20",230,230,2,"too_young",11.9,3.6,"helper"
"BH42719","27_10_2017-10-20","2017-11-19",56,"27","10","C",1,3,"six",2,16,"F","2017/2018",1,"BH42719-27_10_2017-10-20",231,231,2,"too_young",13.4,1.9,"helper"
"BH42766","37_18_2017-10-16","2017-11-11",56,"37","18","F",11,2,"six",1,11,"F","2017/2018",1,"BH42766-37_18_2017-10-16",208,208,2,"too_young",14.5,1.6,"helper"
"BH42766","37_18_2017-10-16","2017-11-10",44,"37","18","M",4,1,"six",1,10,"F","2017/2018",2,"BH42766-37_18_2017-10-16",207,207,2,"too_young",13.5,3.4,"helper"
"BH42772","7_23_2018-01-30","2018-02-25",36,"7","23","M",4,3,"six",3,12,"M","2017/2018",2,"BH42772-7_23_2018-01-30",311,311,2,"could_breed",12.4,4,"helper"
"BH42772","7_27_2019-12-11","2020-01-08",69,"7","27","M",5,3,"three",4,14,"M","2019/2020",8,"BH42772-7_27_2019-12-11",993,993,4,"could_breed",18.8,3.4,"parent"
"BH42772","7_23_2018-01-30","2018-02-23",32,"7","23","C",2,1,"six",3,10,"M","2017/2018",2,"BH42772-7_23_2018-01-30",309,309,2,"could_breed",18.7,3.9,"helper"
"BH42772","7_27_2019-12-11","2020-01-06",65.0000000000001,"7","27","C",2,2,"three",4,12,"M","2019/2020",8,"BH42772-7_27_2019-12-11",991,991,4,"could_breed",23.9,2.8,"parent"
"BH42772","7_23_2018-01-30","2018-02-24",43,"7","23","F",3,2,"six",3,11,"M","2017/2018",5,"BH42772-7_23_2018-01-30",310,310,2,"could_breed",19.8,5.8,"helper"
"BH42790","42_24_2017-12-08","2018-01-07",37,"42","24","F",9,3,"five",2,16,"M","2017/2018",3,"BH42790-42_24_2017-12-08",264,264,2,"could_breed",18.4,1.3,"helper"
"BH42814","27_51_2017-10-20","2017-11-19",56,"27","51","C",1,3,"six",1,16,"F","2017/2018",2,"BH42814-27_51_2017-10-20",NA,446,2,"could_breed",13.4,1.9,"parent"
"BH42814","27_51_2017-10-20","2017-11-18",52,"27","51","F",11,2,"six",1,15,"F","2017/2018",6,"BH42814-27_51_2017-10-20",NA,445,2,"could_breed",11.9,3.6,"parent"
"BH42814","27_51_2017-10-20","2017-11-17",86,"27","51","M",4,1,"six",1,14,"F","2017/2018",1,"BH42814-27_51_2017-10-20",NA,444,2,"could_breed",7.2,2.7,"parent"
"BH42815","27_12_2019-10-10","2019-11-01",91,"27","12","M",5,3,"three",3,9,"F","2019/2020",2,"BH42815-27_12_2019-10-10",NA,1158,4,"could_breed",17.7,2.8,"parent"
"BH42815","27_12_2019-10-10","2019-10-30",78,"27","12","F",11,1,"three",3,7,"F","2019/2020",4,"BH42815-27_12_2019-10-10",NA,1156,4,"could_breed",13.5,0,"parent"
"BH42818","37_28_2019-12-15","2020-01-10",59.9999999999999,"37","28","C",12,3,"four",3,13,"F","2019/2020",7,"BH42818-37_28_2019-12-15",NA,1227,4,"could_breed",19.2,2.6,"parent"
"BH42818","37_28_2019-10-13","2019-11-07",110,"37","28","C",12,1,"one",3,11,"F","2019/2020",5,"BH42818-37_28_2019-10-13",NA,1163,4,"could_breed",20.1,3.1,"parent"
"BH42818","37_28_2019-12-15","2020-01-08",101,"37","28","F",9,1,"four",3,11,"F","2019/2020",6,"BH42818-37_28_2019-12-15",NA,1225,4,"could_breed",18.8,3.4,"parent"
"BH42818","37_28_2019-10-13","2019-11-09",77,"37","28","F",3,3,"one",3,13,"F","2019/2020",1,"BH42818-37_28_2019-10-13",NA,1165,4,"could_breed",16.7,2.6,"parent"
"BH42818","37_28_2019-10-13","2019-11-08",80,"37","28","M",5,2,"one",3,12,"F","2019/2020",4,"BH42818-37_28_2019-10-13",NA,1164,4,"could_breed",15.1,3.2,"parent"
"BH42830","42_22_2019-12-12","2020-01-04",75,"42","22","C",10,1,"one",3,10,"M","2019/2020",7,"BH42830-42_22_2019-12-12",NA,1217,4,"could_breed",22.4,6.9,"parent"
"BH42830","42_22_2019-12-12","2020-01-06",60.9999999999999,"42","22","F",7,3,"one",2,12,"M","2019/2020",5,"BH42830-42_22_2019-12-12",NA,1219,4,"could_breed",23.9,2.8,"parent"
"BH42830","42_22_2019-12-12","2020-01-05",76,"42","22","M",13,2,"one",2,11,"M","2019/2020",4,"BH42830-42_22_2019-12-12",NA,1218,4,"could_breed",20.6,3.8,"parent"
"BH42836","32_1_2017-12-11","2018-01-11",43,"32","1","C",2,1,"two",2,16,"F","2017/2018",1,"BH42836-32_1_2017-12-11",NA,494,2,"could_breed",20.8,4.5,"parent"
"BH42836","32_1_2019-12-15","2020-01-11",50,"32","1","F",8,3,"one",1,13,"F","2019/2020",1,"BH42836-32_1_2019-12-15",NA,1224,4,"could_breed",20.4,4.8,"parent"
"BH42836","32_1_2017-12-11","2018-01-12",35,"32","1","F",8,2,"two",2,17,"F","2017/2018",8,"BH42836-32_1_2017-12-11",NA,495,2,"could_breed",19.1,1.7,"parent"
"BH42836","32_1_2017-12-11","2018-01-13",38,"32","1","M",4,3,"two",2,18,"F","2017/2018",6,"BH42836-32_1_2017-12-11",NA,496,2,"could_breed",19.4,1.9,"parent"
"BH42836","32_1_2019-12-15","2020-01-09",68,"32","1","C",1,1,"one",1,11,"F","2019/2020",3,"BH42836-32_1_2019-12-15",NA,1222,4,"could_breed",17.8,0,"parent"
"BH42854","20_1_2019-10-12","2019-11-06",55.0000000000001,"20","1","C",1,2,"five",1,10,"F","2019/2020",3,"BH42854-20_1_2019-10-12",NA,1141,4,"could_breed",19.4,7.3,"helper"
"BH42854","20_1_2019-10-12","2019-11-07",81,"20","1","F",8,3,"five",1,11,"F","2019/2020",1,"BH42854-20_1_2019-10-12",NA,1142,4,"could_breed",20.1,3.1,"helper"
"BH42894","37_58_2019-12-16","2020-01-08",101,"37","58","F",9,1,"four",3,9,"M","2019/2020",6,"BH42894-37_58_2019-12-16",782,782,3,"could_breed",18.8,3.4,"helper"
"BH42894","37_58_2019-12-16","2020-01-09",82.9999999999999,"37","58","M",4,2,"four",3,10,"M","2019/2020",5,"BH42894-37_58_2019-12-16",783,783,3,"could_breed",17.8,0,"helper"
"BH42894","37_58_2019-12-16","2020-01-10",59.9999999999999,"37","58","C",12,3,"four",3,11,"M","2019/2020",5,"BH42894-37_58_2019-12-16",784,784,3,"could_breed",19.2,2.6,"helper"
"BH42900","71_37_2019-10-11","2019-11-04",61,"71","37","C",2,1,"two",2,11,"F","2019/2020",6,"BH42900-71_37_2019-10-11",NA,1171,4,"could_breed",14.7,2,"parent"
